DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2360.57,3176.10,1391.50,2.19,61.66,0.26,2.20,0.98,1.00,2.28,6976.70,3056.60,0.15,2.67,1.08,0.30
2360.72,3067.80,1357.70,2.20,61.29,0.26,2.21,0.98,1.00,2.26,6766.77,2994.73,0.15,2.67,1.08,0.29
2360.88,3038.70,1357.70,2.21,66.03,0.27,2.22,0.98,1.00,2.24,6733.55,3008.57,0.20,2.68,1.08,0.29
2361.03,2760.90,1227.70,2.22,74.60,0.29,2.23,0.97,1.00,2.25,6143.54,2731.87,0.30,2.70,1.08,0.29
2361.18,2703.70,1358.50,2.24,84.21,0.31,2.25,1.00,1.00,1.99,6076.22,3053.05,0.41,2.72,1.09,0.29
2361.33,2681.50,1306.80,2.26,90.88,0.33,2.26,1.00,1.00,2.05,6055.75,2951.21,0.48,2.73,1.09,0.29
2361.49,2773.00,1160.60,2.26,96.09,0.35,2.25,1.00,1.00,2.39,6238.93,2611.22,0.54,2.74,1.09,0.30
2361.64,2776.10,1153.70,2.24,101.82,0.41,2.23,0.98,1.00,2.41,6199.85,2576.55,0.61,2.75,1.08,0.31
2361.79,2870.10,1178.60,2.23,105.49,0.43,2.24,0.97,1.00,2.44,6419.04,2635.97,0.65,2.75,1.08,0.31
2361.94,2948.90,1186.20,2.25,102.78,0.43,2.25,1.00,1.00,2.49,6641.18,2671.43,0.62,2.75,1.09,0.30
2362.10,2998.30,1246.60,2.26,91.64,0.37,2.26,1.00,1.00,2.41,6784.40,2820.74,0.49,2.73,1.09,0.28
2362.25,3291.80,1455.70,2.24,79.78,0.31,2.23,1.00,1.00,2.26,7335.00,3243.68,0.36,2.71,1.09,0.30
2362.40,3322.10,1455.70,2.20,70.54,0.29,2.19,0.98,1.00,2.28,7291.42,3195.01,0.25,2.69,1.08,0.31
2362.55,3314.70,1494.20,2.18,65.29,0.31,2.19,0.95,1.00,2.22,7244.98,3265.89,0.19,2.68,1.07,0.31
2362.71,3259.00,1438.50,2.20,64.83,0.30,2.21,0.96,1.00,2.27,7192.97,3174.93,0.19,2.68,1.08,0.29
2362.86,3007.30,1514.90,2.26,64.23,0.27,2.27,1.00,1.00,1.99,6822.73,3436.89,0.18,2.68,1.09,0.26
2363.01,2982.60,1497.30,2.30,64.82,0.24,2.30,1.00,1.00,1.99,6852.22,3439.90,0.19,2.68,1.09,0.24
2363.16,3021.10,1505.50,2.26,64.38,0.24,2.25,1.00,1.00,2.01,6782.73,3380.03,0.18,2.68,1.09,0.27
2363.32,3123.00,1527.80,2.22,65.67,0.28,2.21,0.96,1.00,2.04,6895.87,3373.52,0.20,2.68,1.08,0.30
2363.47,3119.20,1515.70,2.17,69.33,0.29,2.18,0.89,1.00,2.06,6791.93,3300.38,0.24,2.69,1.06,0.31
2363.62,3435.00,1438.20,2.19,69.31,0.30,2.20,0.91,1.00,2.39,7540.87,3157.29,0.24,2.69,1.06,0.30
2363.77,3335.70,1441.60,2.22,71.74,0.29,2.24,0.95,1.00,2.31,7458.60,3223.41,0.27,2.69,1.08,0.28
2363.93,3265.90,1478.50,2.27,68.74,0.27,2.28,1.00,1.00,2.21,7446.60,3371.14,0.23,2.69,1.09,0.25
2364.08,3248.30,1478.50,2.31,68.27,0.25,2.32,1.00,1.00,2.20,7527.86,3426.39,0.23,2.69,1.09,0.23
2364.23,3230.00,1507.60,2.33,64.84,0.24,2.34,1.00,1.00,2.14,7555.29,3526.43,0.19,2.68,1.09,0.21
2364.38,3132.30,1516.00,2.35,66.16,0.25,2.34,1.00,1.00,2.07,7339.55,3552.26,0.20,2.68,1.09,0.21
2364.53,3039.50,1446.40,2.33,66.28,0.26,2.31,1.00,1.00,2.10,7019.16,3340.19,0.20,2.68,1.09,0.23
2364.69,3024.60,1422.50,2.27,67.34,0.28,2.24,1.00,1.00,2.13,6776.23,3186.93,0.22,2.68,1.09,0.28
2364.84,2979.50,1411.60,2.21,66.95,0.29,2.20,1.00,1.00,2.11,6551.54,3103.93,0.21,2.68,1.09,0.30
2364.99,3031.60,1392.10,2.19,66.43,0.29,2.19,1.00,1.00,2.18,6627.57,3043.36,0.20,2.68,1.09,0.31
2365.14,3065.60,1439.00,2.18,63.63,0.29,2.18,1.00,1.00,2.13,6677.62,3134.49,0.17,2.68,1.09,0.31
2365.30,3091.60,1437.40,2.17,65.84,0.28,2.17,1.00,1.00,2.15,6708.87,3119.20,0.20,2.68,1.09,0.32
2365.45,3108.30,1442.30,2.17,65.67,0.30,2.17,1.00,1.00,2.16,6742.67,3128.70,0.20,2.68,1.09,0.32
2365.60,3190.20,1455.70,2.17,66.96,0.29,2.17,1.00,1.00,2.19,6922.99,3158.99,0.21,2.68,1.09,0.32
2365.75,3282.60,1425.20,2.18,64.20,0.30,2.18,1.00,1.00,2.30,7143.19,3101.35,0.18,2.68,1.09,0.32
2365.91,3233.10,1425.20,2.18,62.42,0.30,2.18,1.00,1.00,2.27,7043.87,3105.05,0.16,2.68,1.09,0.31
2366.06,3282.00,1491.40,2.17,62.09,0.32,2.17,1.00,1.00,2.20,7131.21,3240.55,0.16,2.67,1.09,0.32
2366.21,3277.90,1514.20,2.17,59.65,0.32,2.17,1.00,1.00,2.16,7113.04,3285.81,0.13,2.67,1.09,0.32
2366.36,3249.90,1555.80,2.17,59.72,0.33,2.18,1.00,1.00,2.09,7100.78,3399.30,0.13,2.67,1.09,0.31
2366.52,3150.30,1515.60,2.22,58.20,0.32,2.23,1.00,1.00,2.08,7010.08,3372.53,0.11,2.67,1.09,0.28
2366.67,3182.10,1387.70,2.27,58.16,0.28,2.28,1.00,1.00,2.29,7247.52,3160.61,0.11,2.67,1.09,0.25
2366.82,3113.80,1387.10,2.30,59.22,0.26,2.29,1.00,1.00,2.24,7116.25,3170.07,0.12,2.67,1.09,0.24
2366.97,3003.70,1364.40,2.24,59.25,0.26,2.23,1.00,1.00,2.20,6689.51,3038.64,0.12,2.67,1.09,0.28
2367.13,2956.30,1371.80,2.20,60.58,0.28,2.19,1.00,1.00,2.16,6472.43,3003.38,0.14,2.67,1.09,0.31
2367.28,2968.30,1344.70,2.17,60.05,0.29,2.17,1.00,1.00,2.21,6440.05,2917.47,0.13,2.67,1.09,0.32
2367.43,3029.30,1351.80,2.17,60.76,0.29,2.17,1.00,1.00,2.24,6578.84,2935.75,0.14,2.67,1.09,0.32
2367.58,3013.80,1351.80,2.18,59.20,0.30,2.18,1.00,1.00,2.23,6566.55,2945.34,0.12,2.67,1.09,0.31
2367.74,3036.90,1345.40,2.18,60.63,0.30,2.18,1.00,1.00,2.26,6617.24,2931.56,0.14,2.67,1.09,0.31
2367.89,3038.90,1360.00,2.18,62.11,0.30,2.17,1.00,1.00,2.23,6597.03,2952.37,0.16,2.67,1.09,0.32
2368.04,3045.20,1344.00,2.16,64.21,0.30,2.16,1.00,1.00,2.27,6578.24,2903.31,0.18,2.68,1.09,0.33
2368.19,3051.20,1347.20,2.16,62.43,0.31,2.16,1.00,1.00,2.26,6588.25,2908.92,0.16,2.68,1.09,0.33
2368.34,3056.20,1350.40,2.16,59.79,0.31,2.17,1.00,1.00,2.26,6621.49,2925.74,0.13,2.67,1.09,0.32
2368.50,3052.30,1366.90,2.17,60.06,0.31,2.18,1.00,1.00,2.23,6639.91,2973.52,0.13,2.67,1.09,0.31
2368.65,3069.50,1366.60,2.18,61.39,0.30,2.18,1.00,1.00,2.25,6697.61,2981.90,0.15,2.67,1.09,0.31
2368.80,3067.30,1379.80,2.18,63.66,0.30,2.18,1.00,1.00,2.22,6697.42,3012.78,0.17,2.68,1.09,0.31
2368.95,3076.90,1380.50,2.18,62.29,0.29,2.18,1.00,1.00,2.23,6718.54,3014.38,0.16,2.68,1.09,0.31
2369.11,3063.20,1416.40,2.18,60.58,0.29,2.19,1.00,1.00,2.16,6694.53,3095.50,0.14,2.67,1.09,0.31
2369.26,3156.70,1416.40,2.19,60.27,0.28,2.19,1.00,1.00,2.23,6916.68,3103.49,0.14,2.67,1.09,0.30
2369.41,3004.70,1378.30,2.19,61.28,0.28,2.19,1.00,1.00,2.18,6579.38,3018.06,0.15,2.67,1.09,0.31
2369.56,3010.50,1376.10,2.20,63.33,0.28,2.20,1.00,1.00,2.19,6613.83,3023.18,0.17,2.68,1.09,0.30
2369.72,2990.70,1377.00,2.20,63.76,0.28,2.20,1.00,1.00,2.17,6587.41,3033.02,0.17,2.68,1.09,0.30
2369.87,2997.30,1383.00,2.21,63.27,0.27,2.21,1.00,1.00,2.17,6633.23,3060.67,0.17,2.68,1.09,0.29
2370.02,3008.50,1385.50,2.22,66.37,0.27,2.23,1.00,1.00,2.17,6695.36,3083.40,0.20,2.68,1.09,0.29
2370.17,3034.80,1381.80,2.26,75.08,0.30,2.27,1.00,1.00,2.20,6897.57,3140.59,0.30,2.70,1.09,0.26
2370.33,3055.50,1381.10,2.30,83.70,0.35,2.31,1.00,1.00,2.21,7057.72,3190.12,0.40,2.71,1.09,0.25
2370.48,3096.00,1444.90,2.34,85.03,0.36,2.33,1.00,1.00,2.14,7223.87,3371.37,0.42,2.72,1.09,0.24
2370.63,3133.00,1445.30,2.33,77.52,0.34,2.32,1.00,1.00,2.17,7265.09,3351.50,0.33,2.70,1.09,0.24
2370.78,3124.90,1468.30,2.30,74.72,0.31,2.30,1.00,1.00,2.13,7182.35,3374.78,0.30,2.70,1.09,0.25
2370.94,3105.80,1468.30,2.29,73.65,0.30,2.29,1.00,1.00,2.12,7106.37,3359.61,0.29,2.70,1.09,0.25
2371.09,3183.20,1477.20,2.28,75.98,0.30,2.27,1.00,1.00,2.15,7232.90,3356.51,0.31,2.70,1.09,0.27
2371.24,3169.90,1513.80,2.26,73.21,0.30,2.25,1.00,1.00,2.09,7135.05,3407.37,0.28,2.70,1.09,0.28
2371.39,3163.80,1509.40,2.24,72.84,0.30,2.23,1.00,1.00,2.10,7061.04,3368.72,0.28,2.69,1.09,0.29
2371.55,3105.90,1451.20,2.23,69.95,0.29,2.22,1.00,1.00,2.14,6907.01,3227.23,0.24,2.69,1.09,0.29
2371.70,3120.50,1510.50,2.22,67.39,0.29,2.22,1.00,1.00,2.07,6915.34,3347.42,0.22,2.68,1.09,0.29
2371.85,3188.00,1463.60,2.21,64.87,0.28,2.21,1.00,1.00,2.18,7043.87,3233.82,0.19,2.68,1.09,0.30
2372.00,3188.60,1502.90,2.21,68.13,0.29,2.21,1.00,1.00,2.12,7040.51,3318.44,0.22,2.69,1.09,0.30
2372.15,3122.00,1510.90,2.21,68.96,0.29,2.21,1.00,1.00,2.07,6899.06,3338.82,0.23,2.69,1.09,0.30
2372.31,3175.40,1489.10,2.21,69.71,0.29,2.21,1.00,1.00,2.13,7022.63,3293.25,0.24,2.69,1.09,0.30
2372.46,3110.00,1461.60,2.21,67.80,0.28,2.20,1.00,1.00,2.13,6856.95,3222.54,0.22,2.69,1.09,0.30
2372.61,3078.30,1461.60,2.20,68.82,0.29,2.20,1.00,1.00,2.11,6778.04,3218.27,0.23,2.69,1.09,0.30
2372.76,3060.90,1424.30,2.20,68.66,0.28,2.20,1.00,1.00,2.15,6747.88,3139.93,0.23,2.69,1.09,0.30
2372.92,3055.60,1422.90,2.21,69.12,0.28,2.21,1.00,1.00,2.15,6764.09,3149.83,0.24,2.69,1.09,0.30
2373.07,3080.80,1429.50,2.22,71.56,0.28,2.23,1.00,1.00,2.16,6865.76,3185.73,0.26,2.69,1.09,0.29
2373.22,3096.20,1431.70,2.24,74.20,0.30,2.24,1.00,1.00,2.16,6945.30,3211.55,0.29,2.70,1.09,0.28
2373.37,3138.50,1438.30,2.25,73.36,0.29,2.25,1.00,1.00,2.18,7058.96,3234.95,0.28,2.70,1.09,0.28
2373.53,3156.90,1433.00,2.25,71.43,0.29,2.24,1.00,1.00,2.20,7074.56,3211.33,0.26,2.69,1.09,0.28
2373.68,3143.10,1421.00,2.23,68.96,0.28,2.23,1.00,1.00,2.21,6997.21,3163.45,0.23,2.69,1.09,0.29
2373.83,3111.70,1497.60,2.23,68.92,0.28,2.23,1.00,1.00,2.08,6938.14,3339.19,0.23,2.69,1.09,0.29
2373.98,3066.30,1496.30,2.24,70.72,0.30,2.24,1.00,1.00,2.05,6872.36,3353.59,0.25,2.69,1.09,0.28
2374.14,3053.50,1491.80,2.24,74.87,0.29,2.24,1.00,1.00,2.05,6835.81,3339.66,0.30,2.70,1.09,0.29
2374.29,3062.00,1480.50,2.23,76.63,0.30,2.22,1.00,1.00,2.07,6793.47,3284.69,0.32,2.70,1.09,0.30
2374.44,3068.90,1480.50,2.20,73.29,0.31,2.20,1.00,1.00,2.07,6744.47,3253.67,0.28,2.70,1.09,0.31
2374.59,3148.60,1481.20,2.19,70.02,0.31,2.19,1.00,1.00,2.13,6891.03,3241.76,0.25,2.69,1.09,0.31
2374.75,3142.40,1498.40,2.19,66.38,0.30,2.19,1.00,1.00,2.10,6879.59,3280.42,0.20,2.68,1.09,0.31
2374.90,3155.00,1509.40,2.20,66.94,0.30,2.20,1.00,1.00,2.09,6931.20,3315.99,0.21,2.68,1.09,0.31
2375.05,3166.00,1518.20,2.21,64.38,0.29,2.21,1.00,1.00,2.09,6996.94,3355.26,0.18,2.68,1.09,0.30
2375.20,3099.60,1537.50,2.21,64.98,0.30,2.22,1.00,1.00,2.02,6872.08,3408.77,0.19,2.68,1.09,0.29
2375.36,3133.40,1551.50,2.22,64.08,0.29,2.22,1.00,1.00,2.02,6958.74,3445.61,0.18,2.68,1.09,0.29
2375.51,3136.40,1565.40,2.22,63.64,0.29,2.22,1.00,1.00,2.00,6970.55,3479.05,0.17,2.68,1.09,0.29
2375.66,3098.20,1577.90,2.22,63.26,0.27,2.21,1.00,1.00,1.96,6857.26,3492.37,0.17,2.68,1.09,0.29
2375.81,3041.40,1578.90,2.21,68.43,0.29,2.21,1.00,1.00,1.93,6711.23,3484.04,0.23,2.69,1.09,0.30
2375.96,3020.80,1581.30,2.20,71.78,0.29,2.20,1.00,1.00,1.91,6658.82,3485.70,0.27,2.69,1.09,0.30
2376.12,3013.50,1581.30,2.20,75.49,0.30,2.20,1.00,1.00,1.91,6639.58,3484.05,0.31,2.70,1.09,0.31
2376.27,3018.30,1536.60,2.19,71.87,0.29,2.19,1.00,1.00,1.96,6609.44,3364.83,0.27,2.69,1.09,0.31
2376.42,3011.60,1511.00,2.18,68.59,0.30,2.18,1.00,1.00,1.99,6559.30,3290.97,0.23,2.69,1.09,0.32
2376.57,3063.00,1531.40,2.17,64.59,0.30,2.17,1.00,1.00,2.00,6648.63,3324.10,0.18,2.68,1.09,0.32
2376.73,3050.60,1490.40,2.17,59.46,0.29,2.17,1.00,1.00,2.05,6626.34,3237.36,0.13,2.67,1.09,0.32
2376.88,3046.40,1472.50,2.18,59.59,0.28,2.18,1.00,1.00,2.07,6638.68,3208.85,0.13,2.67,1.09,0.31
2377.03,3124.10,1465.70,2.18,59.75,0.30,2.18,1.00,1.00,2.13,6813.66,3196.69,0.13,2.67,1.09,0.31
2377.18,3144.10,1471.40,2.18,61.47,0.30,2.18,1.00,1.00,2.14,6862.57,3211.60,0.15,2.67,1.09,0.31
2377.34,3130.90,1472.50,2.19,61.76,0.31,2.19,1.00,1.00,2.13,6847.85,3220.63,0.15,2.67,1.09,0.31
2377.49,3101.80,1473.40,2.19,63.72,0.30,2.19,1.00,1.00,2.11,6802.93,3231.49,0.17,2.68,1.09,0.31
2377.64,3101.40,1458.90,2.20,65.26,0.30,2.20,1.00,1.00,2.13,6814.50,3205.54,0.19,2.68,1.09,0.30
2377.79,3097.30,1458.90,2.20,64.78,0.29,2.20,1.00,1.00,2.12,6813.86,3209.49,0.19,2.68,1.09,0.30
2377.95,3097.00,1435.40,2.20,62.21,0.31,2.20,1.00,1.00,2.16,6816.50,3159.32,0.16,2.68,1.09,0.30
2378.10,3097.70,1425.70,2.20,61.00,0.30,2.20,1.00,1.00,2.17,6818.04,3137.97,0.14,2.67,1.09,0.30
2378.25,3096.90,1426.70,2.20,59.02,0.31,2.20,1.00,1.00,2.17,6808.51,3136.59,0.12,2.67,1.09,0.30
2378.40,3118.60,1374.10,2.20,58.91,0.29,2.20,1.00,1.00,2.27,6850.84,3018.58,0.12,2.67,1.09,0.30
2378.56,3109.40,1365.50,2.19,58.43,0.30,2.19,1.00,1.00,2.28,6807.85,2989.68,0.11,2.67,1.09,0.30
2378.71,3098.80,1355.60,2.19,60.94,0.29,2.19,1.00,1.00,2.29,6780.17,2966.05,0.14,2.67,1.09,0.31
2378.86,3092.90,1387.10,2.19,63.13,0.30,2.19,1.00,1.00,2.23,6763.53,3033.30,0.17,2.68,1.09,0.31
2379.01,3075.90,1377.80,2.18,66.60,0.28,2.18,1.00,1.00,2.23,6717.77,3009.12,0.21,2.68,1.09,0.31
2379.17,3078.50,1379.50,2.18,66.16,0.27,2.18,1.00,1.00,2.23,6721.43,3011.93,0.20,2.68,1.09,0.31
2379.32,3109.20,1383.30,2.18,63.97,0.27,2.18,1.00,1.00,2.25,6788.10,3020.06,0.18,2.68,1.09,0.31
2379.47,3106.70,1381.70,2.19,62.15,0.28,2.19,1.00,1.00,2.25,6806.00,3026.96,0.16,2.68,1.09,0.31
2379.62,3090.70,1381.70,2.19,61.54,0.30,2.19,1.00,1.00,2.24,6783.75,3032.68,0.15,2.67,1.09,0.30
2379.77,3085.40,1384.00,2.20,62.88,0.29,2.20,1.00,1.00,2.23,6781.71,3042.03,0.16,2.68,1.09,0.30
2379.93,3066.20,1386.90,2.20,64.55,0.30,2.20,1.00,1.00,2.21,6741.18,3049.16,0.18,2.68,1.09,0.30
2380.08,3046.10,1389.50,2.20,65.67,0.30,2.20,1.00,1.00,2.19,6708.69,3060.22,0.20,2.68,1.09,0.30
2380.23,3048.30,1385.30,2.21,62.98,0.32,2.21,1.00,1.00,2.20,6728.44,3057.74,0.17,2.68,1.09,0.30
2380.38,3045.20,1381.10,2.21,63.72,0.32,2.21,1.00,1.00,2.20,6720.89,3048.15,0.17,2.68,1.09,0.30
2380.54,3013.40,1385.20,2.20,62.92,0.31,2.20,1.00,1.00,2.18,6625.18,3045.46,0.17,2.68,1.09,0.30
2380.69,3010.50,1384.00,2.19,66.32,0.30,2.19,1.00,1.00,2.18,6579.89,3024.94,0.20,2.68,1.09,0.31
2380.84,3018.00,1409.90,2.18,64.47,0.30,2.18,1.00,1.00,2.14,6571.20,3069.83,0.18,2.68,1.09,0.32
2380.99,3043.20,1413.00,2.18,65.29,0.30,2.18,1.00,1.00,2.15,6628.96,3077.92,0.19,2.68,1.09,0.32
2381.15,3040.40,1409.40,2.18,63.22,0.31,2.19,1.00,1.00,2.16,6648.29,3081.86,0.17,2.68,1.09,0.31
2381.30,3047.20,1409.40,2.19,62.95,0.31,2.19,1.00,1.00,2.16,6671.94,3085.92,0.17,2.68,1.09,0.31
2381.45,3043.10,1407.10,2.19,62.51,0.30,2.19,1.00,1.00,2.16,6650.59,3075.17,0.16,2.68,1.09,0.31
2381.60,3045.90,1405.70,2.18,62.25,0.29,2.18,1.00,1.00,2.17,6643.64,3066.08,0.16,2.68,1.09,0.31
2381.76,3082.20,1428.00,2.19,61.56,0.28,2.19,1.00,1.00,2.16,6741.15,3123.21,0.15,2.67,1.09,0.31
2381.91,3099.60,1426.20,2.19,62.32,0.29,2.19,1.00,1.00,2.17,6786.82,3122.78,0.16,2.68,1.09,0.31
2382.06,3102.60,1445.60,2.19,62.52,0.30,2.18,1.00,1.00,2.15,6772.58,3155.56,0.16,2.68,1.09,0.31
2382.21,3114.30,1452.40,2.18,63.97,0.29,2.18,1.00,1.00,2.14,6779.68,3161.81,0.18,2.68,1.09,0.32
2382.37,3115.90,1457.50,2.17,62.78,0.29,2.17,1.00,1.00,2.14,6764.56,3164.21,0.16,2.68,1.09,0.32
2382.52,3113.60,1460.50,2.17,61.79,0.28,2.17,1.00,1.00,2.13,6767.54,3174.46,0.15,2.67,1.09,0.32
2382.67,3105.50,1454.50,2.18,62.41,0.28,2.18,1.00,1.00,2.14,6766.31,3169.09,0.16,2.68,1.09,0.31
2382.82,3074.80,1441.90,2.18,64.88,0.27,2.18,1.00,1.00,2.13,6713.96,3148.45,0.19,2.68,1.09,0.31
2382.98,3051.60,1441.90,2.18,68.88,0.28,2.18,1.00,1.00,2.12,6654.01,3144.06,0.23,2.69,1.09,0.32
2383.13,3032.60,1432.80,2.18,68.23,0.28,2.17,1.00,1.00,2.12,6594.08,3115.48,0.23,2.69,1.09,0.32
2383.28,3026.20,1439.70,2.17,68.30,0.29,2.16,1.00,1.00,2.10,6542.04,3112.34,0.23,2.69,1.09,0.33
2383.43,3026.30,1427.10,2.16,68.30,0.30,2.16,1.00,1.00,2.12,6526.75,3077.79,0.23,2.69,1.09,0.33
2383.58,3043.80,1426.70,2.16,69.77,0.30,2.16,1.00,1.00,2.13,6577.90,3083.22,0.24,2.69,1.09,0.33
2383.74,3041.30,1419.20,2.17,68.53,0.30,2.17,1.00,1.00,2.14,6604.88,3082.12,0.23,2.69,1.09,0.32
2383.89,3076.10,1418.10,2.18,68.36,0.30,2.18,1.00,1.00,2.17,6698.37,3087.99,0.23,2.69,1.09,0.32
2384.04,3090.70,1423.00,2.18,67.48,0.30,2.18,1.00,1.00,2.17,6732.35,3099.66,0.22,2.68,1.09,0.32
2384.19,3094.80,1427.30,2.18,68.35,0.30,2.18,1.00,1.00,2.17,6732.07,3104.78,0.23,2.69,1.09,0.32
2384.35,3068.80,1420.90,2.17,67.24,0.30,2.17,1.00,1.00,2.16,6659.30,3083.35,0.21,2.68,1.09,0.32
2384.50,3069.50,1414.30,2.17,66.47,0.30,2.17,1.00,1.00,2.17,6653.19,3065.52,0.21,2.68,1.09,0.32
2384.65,3053.10,1412.00,2.16,64.73,0.30,2.17,1.00,1.00,2.16,6611.54,3057.71,0.19,2.68,1.09,0.32
2384.80,3077.50,1412.00,2.17,65.31,0.30,2.17,1.00,1.00,2.18,6668.70,3059.69,0.19,2.68,1.09,0.32
2384.96,3079.60,1406.10,2.16,63.14,0.29,2.17,1.00,1.00,2.19,6670.80,3045.79,0.17,2.68,1.09,0.32
2385.11,3035.10,1399.00,2.17,62.42,0.29,2.17,1.00,1.00,2.17,6583.13,3034.43,0.16,2.68,1.09,0.32
2385.26,3040.40,1396.60,2.17,58.48,0.29,2.17,1.00,1.00,2.18,6594.63,3029.23,0.11,2.67,1.09,0.32
2385.41,3014.50,1365.60,2.17,58.65,0.29,2.17,1.00,1.00,2.21,6536.81,2961.24,0.12,2.67,1.09,0.32
2385.57,3006.00,1358.40,2.17,58.74,0.29,2.16,1.00,1.00,2.21,6501.06,2937.80,0.12,2.67,1.09,0.32
2385.72,2990.50,1351.80,2.16,61.10,0.30,2.16,1.00,1.00,2.21,6451.84,2916.43,0.14,2.67,1.09,0.33
2385.87,2985.70,1371.20,2.15,60.31,0.31,2.15,1.00,1.00,2.18,6427.84,2952.02,0.14,2.67,1.09,0.33
2386.02,3016.20,1380.50,2.15,61.07,0.30,2.15,1.00,1.00,2.18,6483.91,2967.66,0.14,2.67,1.09,0.33
2386.18,3018.00,1377.40,2.15,60.02,0.31,2.15,1.00,1.00,2.19,6499.29,2966.24,0.13,2.67,1.09,0.33
2386.33,3028.10,1385.60,2.16,61.49,0.30,2.16,1.00,1.00,2.19,6534.50,2990.06,0.15,2.67,1.09,0.33
2386.48,3023.30,1385.60,2.16,59.74,0.30,2.16,1.00,1.00,2.18,6541.83,2998.17,0.13,2.67,1.09,0.32
2386.63,3059.60,1375.20,2.16,58.74,0.30,2.17,1.00,1.00,2.22,6626.04,2978.21,0.12,2.67,1.09,0.32
2386.79,3052.20,1380.10,2.17,58.50,0.30,2.17,1.00,1.00,2.21,6616.72,2991.85,0.11,2.67,1.09,0.32
2386.94,3021.80,1398.40,2.17,58.69,0.30,2.17,1.00,1.00,2.16,6567.88,3039.42,0.12,2.67,1.09,0.31
2387.09,3162.80,1411.90,2.18,61.58,0.30,2.18,1.00,1.00,2.24,6905.19,3082.53,0.15,2.67,1.09,0.31
2387.24,3172.60,1448.20,2.19,61.91,0.31,2.19,1.00,1.00,2.19,6935.98,3166.07,0.15,2.67,1.09,0.31
2387.39,3243.90,1499.40,2.19,62.78,0.31,2.19,1.00,1.00,2.16,7094.32,3279.15,0.16,2.68,1.09,0.31
2387.55,3321.00,1525.20,2.19,59.84,0.30,2.20,1.00,1.00,2.18,7291.95,3348.90,0.13,2.67,1.09,0.30
2387.70,3342.10,1554.50,2.20,59.49,0.29,2.21,1.00,1.00,2.15,7375.95,3430.75,0.13,2.67,1.09,0.29
2387.85,3366.30,1596.60,2.21,60.54,0.29,2.22,1.00,1.00,2.11,7461.90,3539.10,0.14,2.67,1.09,0.29
2388.00,3353.60,1605.30,2.23,59.88,0.27,2.23,1.00,1.00,2.09,7471.42,3576.42,0.13,2.67,1.09,0.28
2388.16,3305.10,1586.70,2.25,57.95,0.26,2.25,1.00,1.00,2.08,7431.24,3567.56,0.11,2.67,1.09,0.27
2388.31,3281.50,1583.30,2.25,54.74,0.26,2.25,1.00,1.00,2.07,7388.44,3564.87,0.07,2.66,1.09,0.26
2388.46,3243.60,1585.10,2.25,54.03,0.28,2.24,1.00,1.00,2.05,7277.36,3556.34,0.06,2.66,1.09,0.27
2388.61,3167.70,1563.90,2.24,54.85,0.29,2.24,1.00,1.00,2.03,7082.53,3496.66,0.07,2.66,1.09,0.27
2388.77,3128.90,1489.70,2.23,55.07,0.28,2.24,1.00,1.00,2.10,6996.21,3330.96,0.08,2.66,1.09,0.27
2388.92,3123.40,1465.50,2.24,56.95,0.28,2.24,1.00,1.00,2.13,6983.74,3276.77,0.10,2.67,1.09,0.27
2389.07,3065.90,1450.50,2.23,56.02,0.27,2.22,1.00,1.00,2.11,6813.55,3223.54,0.09,2.66,1.09,0.28
2389.22,3055.60,1425.40,2.21,58.85,0.28,2.21,1.00,1.00,2.14,6754.28,3150.79,0.12,2.67,1.09,0.29
2389.38,3037.10,1400.00,2.20,60.68,0.29,2.20,1.00,1.00,2.17,6667.04,3073.28,0.14,2.67,1.09,0.30
2389.53,3030.00,1431.10,2.19,63.78,0.30,2.19,1.00,1.00,2.12,6625.81,3129.44,0.17,2.68,1.09,0.31
2389.68,3032.00,1406.00,2.18,65.04,0.29,2.18,1.00,1.00,2.16,6610.34,3065.35,0.19,2.68,1.09,0.31
2389.83,3036.10,1367.30,2.18,67.85,0.29,2.18,1.00,1.00,2.22,6606.56,2975.25,0.22,2.69,1.09,0.32
2389.99,3019.90,1367.30,2.17,70.32,0.29,2.17,1.00,1.00,2.21,6545.43,2963.53,0.25,2.69,1.09,0.33
2390.14,2980.90,1325.60,2.16,68.67,0.30,2.16,1.00,1.00,2.25,6435.98,2862.07,0.23,2.69,1.09,0.33
2390.29,2977.60,1322.60,2.15,65.41,0.31,2.15,1.00,1.00,2.25,6394.06,2840.14,0.19,2.68,1.09,0.34
2390.44,2982.10,1317.10,2.14,64.21,0.33,2.14,1.00,1.00,2.26,6388.72,2821.70,0.18,2.68,1.09,0.34
2390.60,2973.30,1313.60,2.14,64.56,0.33,2.14,1.00,1.00,2.26,6363.08,2811.20,0.18,2.68,1.09,0.34
2390.75,2959.30,1255.90,2.14,63.71,0.32,2.15,1.00,1.00,2.36,6350.37,2695.04,0.17,2.68,1.09,0.34
2390.90,2932.60,1261.50,2.15,63.24,0.31,2.15,1.00,1.00,2.32,6310.94,2714.74,0.17,2.68,1.09,0.33
2391.05,2914.10,1256.60,2.15,63.19,0.30,2.15,1.00,1.00,2.32,6276.97,2706.72,0.17,2.68,1.09,0.33
