DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2329.94,3173.50,1650.90,2.18,62.14,0.28,2.18,0.78,0.94,1.92,6906.16,3592.68,0.16,2.68,1.02,0.30
2330.09,3150.70,1644.40,2.18,63.47,0.28,2.18,0.81,0.97,1.92,6870.95,3586.06,0.17,2.68,1.03,0.30
2330.24,3152.40,1644.40,2.18,63.69,0.28,2.18,0.84,0.98,1.92,6882.72,3590.26,0.17,2.68,1.04,0.30
2330.40,3163.30,1639.40,2.18,62.28,0.26,2.18,0.86,0.99,1.93,6899.29,3575.60,0.16,2.68,1.05,0.30
2330.55,3185.00,1637.30,2.18,61.01,0.27,2.18,0.89,1.00,1.95,6951.25,3573.40,0.14,2.67,1.06,0.30
2330.70,3206.50,1630.90,2.18,60.61,0.27,2.18,0.92,1.00,1.97,6998.16,3559.42,0.14,2.67,1.07,0.30
2330.85,3259.70,1617.30,2.18,59.82,0.28,2.19,0.96,1.00,2.02,7124.21,3534.68,0.13,2.67,1.08,0.30
2331.01,3223.50,1608.10,2.19,61.23,0.26,2.20,1.00,1.00,2.00,7076.90,3530.44,0.15,2.67,1.09,0.30
2331.16,3233.60,1608.10,2.20,65.21,0.26,2.20,1.00,1.00,2.01,7122.90,3542.28,0.19,2.68,1.09,0.30
2331.31,3238.80,1591.10,2.21,67.00,0.25,2.21,1.00,1.00,2.04,7148.40,3511.74,0.21,2.68,1.09,0.30
2331.46,3261.40,1598.50,2.21,66.74,0.27,2.21,1.00,1.00,2.04,7195.94,3526.93,0.21,2.68,1.09,0.30
2331.62,3260.90,1582.60,2.20,64.60,0.27,2.20,1.00,1.00,2.06,7184.30,3486.73,0.18,2.68,1.09,0.30
2331.77,3270.70,1599.90,2.20,65.45,0.28,2.21,1.00,1.00,2.04,7215.37,3529.48,0.19,2.68,1.09,0.30
2331.92,3271.20,1596.70,2.21,65.99,0.29,2.21,1.00,1.00,2.05,7236.94,3532.41,0.20,2.68,1.09,0.30
2332.07,3268.20,1593.60,2.22,67.73,0.29,2.22,1.00,1.00,2.05,7265.88,3542.90,0.22,2.69,1.09,0.29
2332.23,3273.20,1593.60,2.23,67.98,0.28,2.23,1.00,1.00,2.05,7292.83,3550.61,0.22,2.69,1.09,0.29
2332.38,3253.10,1592.90,2.23,67.23,0.26,2.23,1.00,1.00,2.04,7265.32,3557.51,0.21,2.68,1.09,0.28
2332.53,3267.90,1580.70,2.24,65.78,0.25,2.24,1.00,1.00,2.07,7319.35,3540.41,0.20,2.68,1.09,0.28
2332.68,3223.30,1553.40,2.25,64.85,0.25,2.25,1.00,1.00,2.07,7243.55,3490.87,0.19,2.68,1.09,0.27
2332.84,3176.30,1416.80,2.25,63.12,0.24,2.25,1.00,1.00,2.24,7154.84,3191.44,0.17,2.68,1.09,0.27
2332.99,3103.80,1416.80,2.26,65.40,0.25,2.27,1.00,1.00,2.19,7030.60,3209.28,0.19,2.68,1.09,0.26
2333.14,3070.70,1519.10,2.27,67.26,0.26,2.28,1.00,1.00,2.02,7015.68,3470.71,0.21,2.68,1.09,0.25
2333.29,3008.30,1491.80,2.30,75.70,0.27,2.31,1.00,1.00,2.02,6934.87,3438.96,0.31,2.70,1.09,0.25
2333.45,3016.30,1547.60,2.31,82.86,0.30,2.31,1.00,1.00,1.95,6978.98,3580.77,0.39,2.71,1.09,0.25
2333.60,3051.00,1500.90,2.33,90.64,0.32,2.33,1.00,1.00,2.03,7108.09,3496.73,0.48,2.73,1.09,0.24
2333.75,3162.40,1599.20,2.33,95.56,0.35,2.33,1.00,1.00,1.98,7366.81,3725.34,0.54,2.74,1.09,0.25
2333.90,3172.90,1610.10,2.33,92.67,0.35,2.33,1.00,1.00,1.97,7402.78,3756.57,0.50,2.73,1.09,0.24
2334.05,3200.10,1610.10,2.30,89.65,0.34,2.28,1.00,1.00,1.99,7308.92,3677.41,0.47,2.72,1.09,0.27
2334.21,3243.00,1623.20,2.25,78.49,0.32,2.25,1.00,1.00,2.00,7295.90,3651.77,0.34,2.70,1.09,0.28
2334.36,3243.80,1624.60,2.22,70.58,0.28,2.22,1.00,1.00,2.00,7195.78,3603.88,0.25,2.69,1.09,0.29
2334.51,3242.10,1629.90,2.21,62.62,0.27,2.21,1.00,1.00,1.99,7169.97,3604.56,0.16,2.68,1.09,0.29
2334.66,3243.20,1620.40,2.21,60.87,0.27,2.21,1.00,1.00,2.00,7163.07,3578.89,0.14,2.67,1.09,0.29
2334.82,3255.70,1622.70,2.21,62.44,0.27,2.21,1.00,1.00,2.01,7196.20,3586.72,0.16,2.68,1.09,0.29
2334.97,3252.40,1622.70,2.21,64.05,0.27,2.21,1.00,1.00,2.00,7193.18,3588.85,0.18,2.68,1.09,0.29
2335.12,3239.70,1592.80,2.21,64.74,0.27,2.21,1.00,1.00,2.03,7162.98,3521.68,0.19,2.68,1.09,0.29
2335.27,3230.50,1598.50,2.21,65.42,0.28,2.21,1.00,1.00,2.02,7148.60,3537.24,0.19,2.68,1.09,0.29
2335.43,3199.00,1620.60,2.22,65.16,0.28,2.22,1.00,1.00,1.97,7088.98,3591.25,0.19,2.68,1.09,0.29
2335.58,3200.20,1539.00,2.22,65.70,0.29,2.22,1.00,1.00,2.08,7090.38,3409.82,0.20,2.68,1.09,0.29
2335.73,3186.00,1501.90,2.22,63.07,0.27,2.21,1.00,1.00,2.12,7047.05,3322.02,0.17,2.68,1.09,0.29
2335.88,3188.40,1501.90,2.20,61.46,0.26,2.20,1.00,1.00,2.12,7027.76,3310.44,0.15,2.67,1.09,0.30
2336.04,3181.60,1624.50,2.20,60.62,0.26,2.20,1.00,1.00,1.96,6996.50,3572.36,0.14,2.67,1.09,0.30
2336.19,3183.60,1609.10,2.19,60.85,0.28,2.19,1.00,1.00,1.98,6971.41,3523.59,0.14,2.67,1.09,0.31
2336.34,3199.70,1606.80,2.19,60.40,0.28,2.19,1.00,1.00,1.99,6992.52,3511.45,0.14,2.67,1.09,0.31
2336.49,3194.60,1674.60,2.18,60.14,0.28,2.19,1.00,1.00,1.91,6984.23,3661.11,0.13,2.67,1.09,0.31
2336.65,3474.70,1674.60,2.19,60.12,0.28,2.19,1.00,1.00,2.07,7623.82,3674.23,0.13,2.67,1.09,0.30
2336.80,3426.10,1738.20,2.20,61.17,0.27,2.20,1.00,1.00,1.97,7545.76,3828.27,0.15,2.67,1.09,0.30
2336.95,3478.60,1650.70,2.21,63.63,0.27,2.21,1.00,1.00,2.11,7680.80,3644.77,0.17,2.68,1.09,0.30
2337.10,3496.60,1664.30,2.21,62.50,0.29,2.21,1.00,1.00,2.10,7742.84,3685.41,0.16,2.68,1.09,0.29
2337.26,3555.20,1694.40,2.23,65.85,0.29,2.24,1.00,1.00,2.10,7970.94,3798.93,0.20,2.68,1.09,0.28
2337.41,3470.80,1664.30,2.28,63.48,0.27,2.28,1.00,1.00,2.09,7925.72,3800.50,0.17,2.68,1.09,0.25
2337.56,3396.40,1664.30,2.34,62.41,0.23,2.36,1.00,1.00,2.04,8009.16,3924.64,0.16,2.68,1.09,0.20
2337.71,3233.50,1690.00,2.40,59.58,0.20,2.40,1.00,1.00,1.91,7759.73,4055.65,0.13,2.67,1.09,0.17
2337.86,3213.30,1498.40,2.36,58.99,0.22,2.34,1.00,1.00,2.14,7512.99,3503.39,0.12,2.67,1.09,0.21
2338.02,3214.80,1497.20,2.29,60.94,0.26,2.27,1.00,1.00,2.15,7309.45,3404.17,0.14,2.67,1.09,0.25
2338.17,3215.20,1475.60,2.21,58.72,0.29,2.21,1.00,1.00,2.18,7091.56,3254.64,0.12,2.67,1.09,0.29
2338.32,3226.00,1475.60,2.19,60.94,0.29,2.19,1.00,1.00,2.19,7062.10,3230.27,0.14,2.67,1.09,0.31
2338.47,3226.90,1553.90,2.19,62.82,0.29,2.19,1.00,1.00,2.08,7058.81,3399.14,0.16,2.68,1.09,0.31
2338.63,3214.40,1529.10,2.19,64.68,0.29,2.19,1.00,1.00,2.10,7043.83,3350.77,0.19,2.68,1.09,0.31
2338.78,3195.40,1453.00,2.19,63.79,0.29,2.20,1.00,1.00,2.20,7021.50,3192.79,0.17,2.68,1.09,0.30
2338.93,3146.20,1446.50,2.20,61.92,0.28,2.20,1.00,1.00,2.18,6934.73,3188.32,0.15,2.67,1.09,0.30
2339.08,3138.20,1446.50,2.21,63.75,0.28,2.21,1.00,1.00,2.17,6949.10,3203.07,0.17,2.68,1.09,0.29
2339.24,3125.00,1433.70,2.22,69.34,0.28,2.23,1.00,1.00,2.18,6970.68,3198.03,0.24,2.69,1.09,0.29
2339.39,3128.60,1423.40,2.25,77.07,0.30,2.27,1.00,1.00,2.20,7106.45,3233.18,0.33,2.70,1.09,0.27
2339.54,3079.80,1200.60,2.30,85.63,0.31,2.32,1.00,1.00,2.57,7146.80,2786.04,0.42,2.72,1.09,0.24
2339.69,2971.20,1150.40,2.35,89.08,0.33,2.37,1.00,1.00,2.58,7034.53,2723.65,0.46,2.72,1.09,0.22
2339.85,2983.90,1148.70,2.38,92.70,0.31,2.38,1.00,1.00,2.60,7098.31,2732.61,0.50,2.73,1.09,0.21
2340.00,3015.50,1117.10,2.37,95.01,0.29,2.37,1.00,1.00,2.70,7136.57,2643.76,0.53,2.73,1.09,0.22
2340.15,3012.70,1143.50,2.18,96.40,0.35,2.35,1.00,1.00,2.63,7088.56,2690.53,0.54,2.74,1.09,0.23
2340.30,3206.00,1214.70,2.03,98.75,0.43,2.34,1.00,1.00,2.64,7488.06,2837.10,0.57,2.74,1.09,0.25
2340.46,3132.90,1283.40,1.97,102.45,0.50,2.36,1.00,1.00,2.44,7388.43,3026.69,0.61,2.75,1.09,0.24
2340.61,3059.00,1307.70,2.07,107.91,0.50,2.37,1.00,1.00,2.34,7240.65,3095.33,0.68,2.76,1.09,0.23
2340.76,3109.70,1307.70,2.19,106.67,0.43,2.36,1.00,1.00,2.38,7330.56,3082.67,0.66,2.76,1.09,0.24
2340.91,3078.00,1374.30,2.24,101.18,0.36,2.33,1.00,1.00,2.24,7158.37,3196.15,0.60,2.75,1.09,0.25
2341.07,3009.00,1344.10,2.25,92.71,0.31,2.25,1.00,1.00,2.24,6774.97,3026.33,0.50,2.73,1.09,0.29
2341.22,2948.60,1327.70,2.23,84.11,0.31,2.23,1.00,1.00,2.22,6562.48,2954.96,0.41,2.71,1.09,0.30
2341.37,2953.10,1333.90,2.21,77.51,0.32,2.21,1.00,1.00,2.21,6520.90,2945.46,0.33,2.70,1.09,0.31
2341.52,2931.80,1333.90,2.21,76.88,0.32,2.22,1.00,1.00,2.20,6516.07,2964.66,0.32,2.70,1.09,0.30
2341.67,2921.50,1339.40,2.25,82.94,0.32,2.27,1.00,1.00,2.18,6639.31,3043.88,0.39,2.71,1.09,0.27
2341.83,2976.40,1372.60,2.31,87.17,0.32,2.31,1.00,1.00,2.17,6889.14,3177.00,0.44,2.72,1.09,0.25
2341.98,2991.40,1394.80,2.34,89.84,0.34,2.34,1.00,1.00,2.14,6994.43,3261.29,0.47,2.73,1.09,0.24
2342.13,3023.30,1414.90,2.34,92.94,0.33,2.35,1.00,1.00,2.14,7098.15,3321.92,0.51,2.73,1.09,0.23
2342.28,3039.60,1450.10,2.36,95.95,0.34,2.35,1.00,1.00,2.10,7144.29,3408.32,0.54,2.74,1.09,0.23
2342.44,3078.20,1450.10,2.34,97.47,0.33,2.33,1.00,1.00,2.12,7178.07,3381.49,0.56,2.74,1.09,0.25
2342.59,3112.90,1460.40,2.32,92.43,0.32,2.30,1.00,1.00,2.13,7168.55,3363.09,0.50,2.73,1.09,0.26
2342.74,3134.80,1494.00,2.28,85.13,0.31,2.28,1.00,1.00,2.10,7152.69,3408.87,0.42,2.72,1.09,0.27
2342.89,3165.30,1500.80,2.27,80.01,0.31,2.27,1.00,1.00,2.11,7195.77,3411.81,0.36,2.71,1.09,0.27
2343.05,3173.20,1504.00,2.24,77.79,0.30,2.23,1.00,1.00,2.11,7070.93,3351.41,0.33,2.70,1.09,0.29
2343.20,3182.70,1518.40,2.22,74.32,0.30,2.21,1.00,1.00,2.10,7029.30,3353.53,0.29,2.70,1.09,0.30
2343.35,3190.30,1518.40,2.20,69.94,0.28,2.21,1.00,1.00,2.10,7048.04,3354.46,0.24,2.69,1.09,0.30
2343.50,3256.00,1518.30,2.22,67.08,0.27,2.23,1.00,1.00,2.14,7245.56,3378.67,0.21,2.68,1.09,0.29
2343.66,3278.20,1516.80,2.23,65.94,0.26,2.24,1.00,1.00,2.16,7328.48,3390.84,0.20,2.68,1.09,0.28
2343.81,3265.40,1522.70,2.24,65.66,0.26,2.24,1.00,1.00,2.14,7319.67,3413.26,0.20,2.68,1.09,0.28
2343.96,3222.50,1495.70,2.24,66.29,0.26,2.23,1.00,1.00,2.15,7195.04,3339.53,0.20,2.68,1.09,0.28
2344.11,3199.20,1495.70,2.22,67.12,0.26,2.22,1.00,1.00,2.14,7110.97,3324.54,0.21,2.68,1.09,0.29
2344.27,3188.10,1492.20,2.22,68.00,0.26,2.22,1.00,1.00,2.14,7081.82,3314.67,0.22,2.69,1.09,0.29
2344.42,3172.30,1467.80,2.22,67.62,0.28,2.22,1.00,1.00,2.16,7048.28,3261.19,0.22,2.68,1.09,0.29
2344.57,3131.00,1501.00,2.22,69.61,0.28,2.22,1.00,1.00,2.09,6940.74,3327.39,0.24,2.69,1.09,0.30
2344.72,3140.70,1524.60,2.21,69.02,0.28,2.21,1.00,1.00,2.06,6928.46,3363.30,0.23,2.69,1.09,0.30
2344.88,3155.30,1524.60,2.20,69.17,0.28,2.19,1.00,1.00,2.07,6920.73,3344.01,0.24,2.69,1.09,0.31
2345.03,3153.10,1516.70,2.19,69.72,0.29,2.19,1.00,1.00,2.08,6900.40,3319.22,0.24,2.69,1.09,0.31
2345.18,3163.90,1500.60,2.19,70.49,0.30,2.19,1.00,1.00,2.11,6918.19,3281.21,0.25,2.69,1.09,0.31
2345.33,3211.10,1492.60,2.19,70.40,0.29,2.19,1.00,1.00,2.15,7019.46,3262.82,0.25,2.69,1.09,0.31
2345.48,3240.10,1492.60,2.19,68.96,0.28,2.19,1.00,1.00,2.17,7086.98,3264.72,0.23,2.69,1.09,0.31
2345.64,3141.60,1506.30,2.19,67.23,0.29,2.19,1.00,1.00,2.09,6876.96,3297.29,0.21,2.68,1.09,0.31
2345.79,3147.60,1514.70,2.19,65.21,0.30,2.19,1.00,1.00,2.08,6892.92,3317.04,0.19,2.68,1.09,0.31
2345.94,3138.30,1517.30,2.19,63.77,0.31,2.19,1.00,1.00,2.07,6872.73,3322.81,0.17,2.68,1.09,0.31
2346.09,3142.40,1517.30,2.19,62.48,0.30,2.19,1.00,1.00,2.07,6869.72,3317.03,0.16,2.68,1.09,0.31
2346.25,3145.30,1405.90,2.18,62.54,0.30,2.18,1.00,1.00,2.24,6864.72,3068.42,0.16,2.68,1.09,0.31
2346.40,3256.10,1412.10,2.18,62.59,0.29,2.18,1.00,1.00,2.31,7101.58,3079.80,0.16,2.68,1.09,0.31
2346.55,3195.90,1412.10,2.18,63.59,0.29,2.18,1.00,1.00,2.26,6982.31,3085.12,0.17,2.68,1.09,0.31
2346.70,3181.80,1418.10,2.19,62.66,0.28,2.19,1.00,1.00,2.24,6958.60,3101.38,0.16,2.68,1.09,0.31
2346.86,3193.10,1397.90,2.19,64.85,0.28,2.19,1.00,1.00,2.28,6986.01,3058.39,0.19,2.68,1.09,0.31
2347.01,3187.10,1371.80,2.19,62.93,0.28,2.19,1.00,1.00,2.32,6979.75,3004.24,0.17,2.68,1.09,0.31
2347.16,3182.90,1439.40,2.19,63.20,0.29,2.19,1.00,1.00,2.21,6974.44,3154.04,0.17,2.68,1.09,0.31
2347.31,3154.00,1439.40,2.19,63.07,0.28,2.19,1.00,1.00,2.19,6920.31,3158.24,0.17,2.68,1.09,0.30
2347.47,3094.60,1455.20,2.20,64.95,0.28,2.20,1.00,1.00,2.13,6799.81,3197.53,0.19,2.68,1.09,0.30
2347.62,3064.30,1440.40,2.20,67.59,0.28,2.20,1.00,1.00,2.13,6749.28,3172.56,0.22,2.68,1.09,0.30
2347.77,3023.70,1452.30,2.21,64.88,0.28,2.21,1.00,1.00,2.08,6675.82,3206.43,0.19,2.68,1.09,0.30
2347.92,3747.50,1452.30,2.21,64.78,0.28,2.22,1.00,1.00,2.58,8302.74,3217.63,0.19,2.68,1.09,0.29
2348.08,2952.90,1567.70,2.22,63.14,0.28,2.24,1.00,1.00,1.88,6608.60,3508.52,0.17,2.68,1.09,0.28
2348.23,2962.60,1511.30,2.26,62.25,0.25,2.29,1.00,1.00,1.96,6777.24,3457.25,0.16,2.68,1.09,0.24
2348.38,3030.20,1498.70,2.36,57.80,0.20,2.39,1.00,1.00,2.02,7241.47,3581.55,0.11,2.67,1.09,0.18
2348.53,3074.30,1499.60,2.44,56.68,0.15,2.44,1.00,1.00,2.05,7501.29,3659.02,0.09,2.67,1.09,0.14
2348.69,3089.80,1464.20,2.44,56.94,0.18,2.39,1.00,1.00,2.11,7380.98,3497.71,0.10,2.67,1.09,0.18
2348.84,3080.10,1453.30,2.32,61.63,0.22,2.29,1.00,1.00,2.12,7038.13,3320.84,0.15,2.67,1.09,0.25
2348.99,3086.40,1458.80,2.23,63.38,0.27,2.20,1.00,1.00,2.12,6803.97,3215.92,0.17,2.68,1.09,0.30
2349.14,3108.60,1454.20,2.18,63.71,0.29,2.18,1.00,1.00,2.14,6767.42,3165.79,0.17,2.68,1.09,0.32
2349.29,3158.60,1437.00,2.18,60.96,0.29,2.18,1.00,1.00,2.20,6888.26,3133.80,0.14,2.67,1.09,0.31
2349.45,3181.10,1434.20,2.18,58.55,0.30,2.19,1.00,1.00,2.22,6953.71,3135.08,0.12,2.67,1.09,0.31
2349.60,3185.90,1487.70,2.19,57.05,0.30,2.19,1.00,1.00,2.14,6973.91,3256.56,0.10,2.67,1.09,0.30
2349.75,3167.20,1482.40,2.22,58.64,0.29,2.23,1.00,1.00,2.14,7059.31,3304.09,0.12,2.67,1.09,0.28
2349.90,3200.10,1486.00,2.26,56.48,0.28,2.26,1.00,1.00,2.15,7229.51,3357.10,0.09,2.66,1.09,0.26
2350.06,3124.50,1484.70,2.31,54.57,0.27,2.30,1.00,1.00,2.10,7197.55,3420.13,0.07,2.66,1.09,0.23
2350.21,3086.90,1421.80,2.29,54.24,0.26,2.29,1.00,1.00,2.17,7075.06,3258.71,0.07,2.66,1.09,0.23
2350.36,3055.20,1381.30,2.26,56.21,0.27,2.25,1.00,1.00,2.21,6877.93,3109.61,0.09,2.66,1.09,0.26
2350.51,3022.80,1378.80,2.23,59.36,0.27,2.23,1.00,1.00,2.19,6726.31,3068.10,0.12,2.67,1.09,0.28
2350.67,2994.50,1369.00,2.21,58.87,0.29,2.21,1.00,1.00,2.19,6619.87,3026.41,0.12,2.67,1.09,0.29
2350.82,2963.80,1351.60,2.20,59.31,0.30,2.21,1.00,1.00,2.19,6538.90,2981.98,0.12,2.67,1.09,0.29
2350.97,2898.40,1352.60,2.22,61.53,0.32,2.23,1.00,1.00,2.14,6451.75,3010.84,0.15,2.67,1.09,0.28
2351.12,2955.90,1352.60,2.24,70.71,0.33,2.25,1.00,1.00,2.19,6644.15,3040.32,0.25,2.69,1.09,0.28
2351.28,2971.20,1352.40,2.26,81.72,0.35,2.26,1.00,1.00,2.20,6701.38,3050.27,0.38,2.71,1.09,0.28
2351.43,3020.50,1403.60,2.25,91.25,0.32,2.24,1.00,1.00,2.15,6774.59,3148.09,0.49,2.73,1.09,0.30
2351.58,3018.40,1425.60,2.23,92.90,0.32,2.23,1.00,1.00,2.12,6716.40,3172.18,0.51,2.73,1.09,0.31
2351.73,2965.30,1374.70,2.22,92.03,0.31,2.21,1.00,1.00,2.16,6560.30,3041.33,0.50,2.73,1.09,0.32
2351.89,2976.00,1400.40,2.20,85.48,0.32,2.19,1.00,1.00,2.13,6520.91,3068.51,0.42,2.72,1.09,0.32
2352.04,3005.70,1341.40,2.18,77.22,0.32,2.17,1.00,1.00,2.24,6530.38,2914.41,0.33,2.70,1.09,0.33
2352.19,3022.20,1370.10,2.16,64.69,0.31,2.16,1.00,1.00,2.21,6540.04,2964.90,0.19,2.68,1.09,0.32
2352.34,3028.70,1375.10,2.16,60.49,0.30,2.17,1.00,1.00,2.20,6560.59,2978.66,0.14,2.67,1.09,0.32
2352.50,3052.20,1373.90,2.17,58.52,0.28,2.17,1.00,1.00,2.22,6630.38,2984.56,0.12,2.67,1.09,0.31
2352.65,3063.90,1375.00,2.18,61.00,0.27,2.18,1.00,1.00,2.23,6681.66,2998.56,0.14,2.67,1.09,0.31
2352.80,3040.80,1375.00,2.19,59.30,0.27,2.19,1.00,1.00,2.21,6657.83,3010.56,0.12,2.67,1.09,0.30
2352.95,3039.00,1377.50,2.19,59.66,0.27,2.19,1.00,1.00,2.21,6658.95,3018.33,0.13,2.67,1.09,0.30
2353.10,3047.10,1379.00,2.19,59.08,0.27,2.19,1.00,1.00,2.21,6660.67,3014.36,0.12,2.67,1.09,0.31
2353.26,3057.00,1432.00,2.18,59.00,0.29,2.18,1.00,1.00,2.13,6678.23,3128.31,0.12,2.67,1.09,0.31
2353.41,3062.80,1431.70,2.19,59.12,0.28,2.19,1.00,1.00,2.14,6697.66,3130.81,0.12,2.67,1.09,0.31
2353.56,3058.70,1434.50,2.19,59.49,0.27,2.19,1.00,1.00,2.13,6707.94,3145.96,0.13,2.67,1.09,0.30
2353.71,3067.00,1435.70,2.19,60.44,0.26,2.19,1.00,1.00,2.14,6719.36,3145.41,0.14,2.67,1.09,0.30
2353.87,3054.90,1405.50,2.19,59.41,0.28,2.19,1.00,1.00,2.17,6686.16,3076.17,0.13,2.67,1.09,0.30
2354.02,3076.00,1416.60,2.19,58.68,0.30,2.19,1.00,1.00,2.17,6728.29,3098.60,0.12,2.67,1.09,0.30
2354.17,3069.60,1416.80,2.19,58.33,0.30,2.19,1.00,1.00,2.17,6737.13,3109.58,0.11,2.67,1.09,0.30
2354.32,3065.50,1401.40,2.20,57.47,0.30,2.20,1.00,1.00,2.19,6736.50,3079.60,0.10,2.67,1.09,0.30
2354.48,3035.90,1403.90,2.20,58.29,0.30,2.20,1.00,1.00,2.16,6664.52,3081.89,0.11,2.67,1.09,0.30
2354.63,3035.50,1403.90,2.19,57.34,0.30,2.19,1.00,1.00,2.16,6655.50,3078.13,0.10,2.67,1.09,0.30
2354.78,3034.60,1407.70,2.19,59.10,0.29,2.19,1.00,1.00,2.16,6637.81,3079.17,0.12,2.67,1.09,0.31
2354.93,3043.10,1411.40,2.19,59.93,0.28,2.18,1.00,1.00,2.16,6643.04,3081.06,0.13,2.67,1.09,0.31
2355.09,3045.90,1413.20,2.18,61.84,0.29,2.18,1.00,1.00,2.16,6640.94,3081.18,0.15,2.67,1.09,0.31
2355.24,3055.40,1428.50,2.18,62.56,0.30,2.18,1.00,1.00,2.14,6666.88,3116.99,0.16,2.68,1.09,0.31
2355.39,3059.90,1458.60,2.18,61.39,0.31,2.18,1.00,1.00,2.10,6678.09,3183.33,0.15,2.67,1.09,0.31
2355.54,3062.40,1456.60,2.18,63.13,0.29,2.18,1.00,1.00,2.10,6682.57,3178.50,0.17,2.68,1.09,0.31
2355.70,3063.50,1467.10,2.18,61.90,0.28,2.18,1.00,1.00,2.09,6687.35,3202.55,0.15,2.67,1.09,0.31
2355.85,3059.70,1473.20,2.19,62.69,0.28,2.19,1.00,1.00,2.08,6686.91,3219.65,0.16,2.68,1.09,0.31
2356.00,3045.20,1474.50,2.19,58.92,0.28,2.19,1.00,1.00,2.07,6655.28,3222.52,0.12,2.67,1.09,0.31
2356.15,3046.80,1414.80,2.19,60.20,0.29,2.18,1.00,1.00,2.15,6654.84,3090.22,0.13,2.67,1.09,0.31
2356.31,3048.00,1414.80,2.18,60.53,0.30,2.18,1.00,1.00,2.15,6650.74,3087.09,0.14,2.67,1.09,0.31
2356.46,3048.90,1411.10,2.18,62.27,0.31,2.19,1.00,1.00,2.16,6664.97,3084.70,0.16,2.68,1.09,0.31
2356.61,3034.90,1407.80,2.20,61.78,0.31,2.20,1.00,1.00,2.16,6664.95,3091.67,0.15,2.67,1.09,0.30
2356.76,3030.10,1416.30,2.20,60.48,0.31,2.20,1.00,1.00,2.14,6668.49,3116.92,0.14,2.67,1.09,0.30
2356.91,3012.70,1428.30,2.21,58.87,0.28,2.21,1.00,1.00,2.11,6654.16,3154.69,0.12,2.67,1.09,0.29
2357.07,3016.10,1281.90,2.21,57.51,0.28,2.21,1.00,1.00,2.35,6662.60,2831.73,0.10,2.67,1.09,0.29
2357.22,3001.60,1575.70,2.21,57.45,0.28,2.21,1.00,1.00,1.90,6636.10,3483.64,0.10,2.67,1.09,0.29
2357.37,3030.10,1552.20,2.20,59.06,0.30,2.20,1.00,1.00,1.95,6662.45,3412.91,0.12,2.67,1.09,0.30
2357.52,3053.60,1483.30,2.19,61.75,0.29,2.19,1.00,1.00,2.06,6690.58,3249.98,0.15,2.67,1.09,0.31
2357.68,3055.50,1439.80,2.18,62.41,0.30,2.19,1.00,1.00,2.12,6685.65,3150.39,0.16,2.68,1.09,0.31
2357.83,3068.40,1396.70,2.19,61.84,0.31,2.20,1.00,1.00,2.20,6738.82,3067.43,0.15,2.67,1.09,0.30
2357.98,3089.60,1396.70,2.20,59.54,0.31,2.21,1.00,1.00,2.21,6814.53,3080.61,0.13,2.67,1.09,0.29
2358.13,3094.90,1480.90,2.21,60.05,0.29,2.21,1.00,1.00,2.09,6834.59,3270.33,0.13,2.67,1.09,0.29
2358.29,3095.50,1549.20,2.21,58.55,0.28,2.21,1.00,1.00,2.00,6840.63,3423.52,0.12,2.67,1.09,0.29
2358.44,3082.00,1523.80,2.21,57.62,0.28,2.21,1.00,1.00,2.02,6813.11,3368.53,0.10,2.67,1.09,0.29
2358.59,3077.30,1397.10,2.21,56.12,0.28,2.21,1.00,1.00,2.20,6793.81,3084.40,0.09,2.66,1.09,0.29
2358.74,3068.90,1448.30,2.21,57.32,0.27,2.20,1.00,1.00,2.12,6764.24,3192.24,0.10,2.67,1.09,0.29
2358.90,3070.30,1451.50,2.20,56.50,0.28,2.20,1.00,1.00,2.12,6757.98,3194.87,0.09,2.66,1.09,0.29
2359.05,3053.80,1453.20,2.20,57.78,0.28,2.20,1.00,1.00,2.10,6707.62,3191.93,0.11,2.67,1.09,0.30
2359.20,3049.00,1436.10,2.20,57.09,0.29,2.20,1.00,1.00,2.12,6707.86,3159.45,0.10,2.67,1.09,0.30
2359.35,3052.90,1453.40,2.20,59.60,0.28,2.20,1.00,1.00,2.10,6725.54,3201.84,0.13,2.67,1.09,0.30
2359.51,3048.80,1453.40,2.20,58.29,0.27,2.20,1.00,1.00,2.10,6716.16,3201.68,0.11,2.67,1.09,0.29
2359.66,3060.20,1437.50,2.20,58.30,0.26,2.20,1.00,1.00,2.13,6737.28,3164.77,0.11,2.67,1.09,0.30
2359.81,3053.50,1379.50,2.20,57.57,0.27,2.20,1.00,1.00,2.21,6726.55,3038.90,0.10,2.67,1.09,0.29
2359.96,3076.50,1356.40,2.20,56.15,0.28,2.20,1.00,1.00,2.27,6765.74,2982.95,0.09,2.66,1.09,0.30
2360.12,3080.00,1331.20,2.19,56.38,0.29,2.19,1.00,1.00,2.31,6753.04,2918.71,0.09,2.66,1.09,0.30
2360.27,3118.70,1363.40,2.19,58.18,0.29,2.19,0.99,1.00,2.29,6824.68,2983.54,0.11,2.67,1.09,0.30
2360.42,3141.90,1395.90,2.19,60.65,0.27,2.19,0.98,1.00,2.25,6870.05,3052.26,0.14,2.67,1.08,0.31
