DEPTH,
2622.4,9
2622.55,9
2622.7,9
2622.85,9
2623.01,9
2623.16,9
2623.31,9
2623.46,9
2623.61,9
2623.77,9
2623.92,9
2624.07,9
2624.22,9
2624.38,9
2624.53,9
2624.68,9
2624.83,9
2624.99,9
2625.14,9
2625.29,9
2625.44,9
2625.6,9
2625.75,9
2625.9,9
2626.05,9
2626.21,9
2626.36,9
2626.51,9
2626.66,9
2626.82,9
2626.97,9
2627.12,9
2627.27,9
2627.42,9
2627.58,9
2627.73,9
2627.88,9
2628.03,9
2628.19,9
2628.34,9
2628.49,9
2628.64,9
2628.8,9
2628.95,9
2629.1,9
2629.25,9
2629.41,9
2629.56,9
2629.71,9
2629.86,9
2630.02,9
2630.17,9
2630.32,9
2630.47,9
2630.63,9
2630.78,9
2630.93,9
2631.08,9
2631.23,9
2631.39,9
2631.54,9
2631.69,9
2631.84,9
2632,9
2632.15,9
2632.3,9
2632.45,9
2632.61,9
2632.76,9
2632.91,9
2633.06,9
2633.22,9
2633.37,9
2633.52,9
2633.67,9
2633.83,9
2633.98,9
2634.13,9
2634.28,9
2634.44,9
2634.59,9
2634.74,9
2634.89,9
2635.04,9
2635.2,9
2635.35,9
2635.5,9
2635.65,9
2635.81,9
2635.96,9
2636.11,9
2636.26,9
2636.42,9
2636.57,9
2636.72,9
2636.87,9
2637.03,9
2637.18,9
2637.33,9
2637.48,9
2637.64,9
2637.79,9
2637.94,9
2638.09,9
2638.25,9
2638.4,9
2638.55,9
2638.7,9
2638.85,9
2639.01,9
2639.16,9
2639.31,9
2639.46,9
2639.62,9
2639.77,9
2639.92,9
2640.07,9
2640.23,9
2640.38,9
2640.53,9
